order_id,customer_id,order_date,category,product,quantity,unit_price,discount_pct,total_amount,status
O002392,C0518,2022-01-21,Beauty,Face Cream,4,39.99,0,159.96,Delivered
O002393,C0518,2022-07-22,Clothing,Jacket,1,89.99,0,89.99,Delivered
O002394,C0518,2022-07-21,Toys,Stuffed Animal,4,19.99,0,79.96,Delivered
O002395,C0518,2022-05-02,Clothing,Sneakers,5,79.99,15,339.96,Delivered
O002396,C0519,2023-12-29,Beauty,Perfume,3,79.99,10,215.97,Delivered
O002397,C0519,2022-08-24,Beauty,Perfume,2,79.99,0,159.98,Delivered
O002398,C0519,2023-04-12,Electronics,USB Hub,2,29.99,0,59.98,Delivered
O002399,C0519,2022-08-18,Electronics,Mouse,4,39.99,15,135.97,Delivered
O002400,C0519,2023-10-30,Electronics,Mouse,3,39.99,5,113.97,Delivered
O002401,C0520,2022-11-24,Toys,LEGO Set,2,49.99,15,84.98,Delivered
O002402,C0520,2023-07-10,Sports,Resistance Band,4,14.99,0,59.96,Delivered
O002403,C0520,2023-01-23,Home & Garden,Plant Pot,3,14.99,15,38.22,Delivered
O002404,C0520,2023-05-22,Clothing,Dress,5,49.99,10,224.96,Delivered
O002405,C0520,2022-09-25,Electronics,Laptop Stand,2,49.99,15,84.98,Delivered
O002406,C0521,2023-11-22,Toys,Puzzle,4,19.99,10,71.96,Delivered
O002407,C0521,2023-07-13,Beauty,Lip Balm,2,8.99,0,17.98,Delivered
O002408,C0521,2022-02-08,Toys,Art Kit,3,24.99,5,71.22,Delivered
O002409,C0521,2023-08-19,Home & Garden,Cushion,4,34.99,5,132.96,Delivered
O002410,C0522,2023-07-28,Beauty,Serum,1,54.99,0,54.99,Delivered
O002411,C0523,2023-09-09,Home & Garden,Candle Set,3,24.99,15,63.72,Delivered
O002412,C0523,2023-12-21,Electronics,Headphones,3,149.99,0,449.97,Delivered
O002413,C0523,2023-10-13,Clothing,Sneakers,1,79.99,20,63.99,Delivered
O002414,C0523,2023-11-25,Beauty,Face Cream,5,39.99,15,169.96,Delivered
O002415,C0524,2023-07-14,Electronics,Webcam,2,79.99,20,127.98,Delivered
O002416,C0524,2023-09-02,Sports,Skipping Rope,2,9.99,20,15.98,Delivered
O002417,C0524,2023-12-08,Home & Garden,Plant Pot,4,14.99,15,50.97,Delivered
O002418,C0524,2023-06-05,Electronics,Laptop Stand,4,49.99,10,179.96,Delivered
O002419,C0525,2023-11-21,Books,Cookbook,1,24.99,10,22.49,Delivered
O002420,C0525,2023-09-28,Food & Drink,Coffee Beans,1,19.99,0,19.99,Delivered
O002421,C0525,2023-09-26,Books,Cookbook,4,24.99,0,99.96,Returned
O002422,C0525,2023-12-02,Toys,Board Game,4,34.99,0,139.96,Delivered
O002423,C0525,2023-09-28,Home & Garden,Rug,3,129.99,5,370.47,Delivered
O002424,C0525,2023-10-03,Toys,Stuffed Animal,3,19.99,10,53.97,Delivered
O002425,C0526,2023-08-19,Toys,Board Game,5,34.99,20,139.96,Delivered
O002426,C0526,2023-08-19,Electronics,Webcam,5,79.99,20,319.96,Delivered
O002427,C0526,2022-12-09,Clothing,Jacket,2,89.99,20,143.98,Delivered
O002428,C0526,2022-06-16,Clothing,Dress,1,49.99,20,39.99,Delivered
O002429,C0526,2022-10-06,Books,Travel Guide,5,16.99,0,84.95,Delivered
O002430,C0526,2022-07-25,Home & Garden,Lamp,5,69.99,20,279.96,Delivered
O002431,C0526,2021-09-23,Electronics,Webcam,3,79.99,0,239.97,Delivered
O002432,C0526,2023-11-11,Toys,Puzzle,4,19.99,0,79.96,Delivered
O002433,C0526,2023-08-23,Electronics,Mouse,1,39.99,20,31.99,Delivered
O002434,C0526,2023-10-04,Food & Drink,Nuts Mix,1,12.99,0,12.99,Returned
O002435,C0526,2022-10-17,Sports,Water Bottle,5,19.99,0,99.95,Returned
O002436,C0526,2022-12-31,Sports,Dumbbells,5,59.99,15,254.96,Delivered
O002437,C0527,2023-08-24,Sports,Skipping Rope,3,9.99,0,29.97,Delivered
O002438,C0527,2023-09-09,Clothing,Sneakers,3,79.99,10,215.97,Delivered
O002439,C0527,2023-12-10,Electronics,USB Hub,2,29.99,5,56.98,Delivered
O002440,C0528,2023-02-01,Sports,Water Bottle,5,19.99,0,99.95,Delivered
O002441,C0528,2023-09-20,Books,Python Cookbook,4,34.99,5,132.96,Delivered
O002442,C0528,2023-06-11,Clothing,Jeans,3,59.99,0,179.97,Delivered
O002443,C0528,2023-09-05,Sports,Water Bottle,1,19.99,0,19.99,Delivered
O002444,C0528,2023-04-08,Toys,Art Kit,3,24.99,15,63.72,Delivered
O002445,C0528,2022-08-29,Food & Drink,Olive Oil,5,16.99,20,67.96,Delivered
O002446,C0529,2022-12-02,Clothing,Jeans,3,59.99,10,161.97,Delivered
O002447,C0530,2023-12-01,Books,Cookbook,1,24.99,0,24.99,Delivered
O002448,C0530,2023-12-26,Toys,Puzzle,3,19.99,5,56.97,Delivered
O002449,C0530,2023-09-08,Home & Garden,Rug,5,129.99,0,649.95,Delivered
O002450,C0531,2023-10-15,Beauty,Serum,1,54.99,0,54.99,Delivered
O002451,C0532,2023-01-06,Beauty,Face Cream,3,39.99,5,113.97,Delivered
O002452,C0532,2023-12-14,Electronics,Mouse,5,39.99,20,159.96,Delivered
O002453,C0532,2023-04-27,Electronics,Mouse,2,39.99,15,67.98,Delivered
O002454,C0532,2022-11-30,Books,Data Science Guide,3,44.99,0,134.97,Delivered
O002455,C0533,2022-08-29,Toys,LEGO Set,5,49.99,0,249.95,Delivered
O002456,C0533,2023-11-22,Toys,Stuffed Animal,3,19.99,15,50.97,Delivered
O002457,C0533,2022-01-21,Beauty,Perfume,4,79.99,20,255.97,Delivered
O002458,C0533,2022-03-01,Beauty,Lip Balm,2,8.99,0,17.98,Delivered
O002459,C0534,2022-07-14,Food & Drink,Protein Bar,1,2.99,0,2.99,Delivered
O002460,C0534,2023-05-26,Beauty,Face Cream,5,39.99,20,159.96,Delivered
O002461,C0534,2022-10-02,Clothing,T-Shirt,2,19.99,10,35.98,Delivered
O002462,C0534,2023-05-12,Home & Garden,Lamp,1,69.99,10,62.99,Delivered
O002463,C0534,2023-12-03,Toys,Stuffed Animal,3,19.99,10,53.97,Delivered
O002464,C0534,2023-04-28,Electronics,Webcam,4,79.99,0,319.96,Delivered
O002465,C0535,2023-09-07,Toys,Puzzle,1,19.99,5,18.99,Returned
O002466,C0536,2022-12-22,Clothing,Dress,2,49.99,20,79.98,Delivered
O002467,C0536,2023-11-04,Clothing,Sneakers,3,79.99,15,203.97,Delivered
O002468,C0537,2023-11-13,Food & Drink,Nuts Mix,3,12.99,0,38.97,Delivered
O002469,C0537,2023-04-04,Books,Python Cookbook,1,34.99,10,31.49,Delivered
O002470,C0537,2023-05-18,Clothing,Jacket,3,89.99,0,269.97,Delivered
O002471,C0537,2023-06-23,Electronics,Laptop Stand,2,49.99,20,79.98,Delivered
O002472,C0537,2023-07-05,Food & Drink,Coffee Beans,1,19.99,0,19.99,Delivered
O002473,C0537,2023-10-11,Books,Novel,3,12.99,10,35.07,Delivered
O002474,C0537,2023-09-28,Books,Python Cookbook,5,34.99,20,139.96,Delivered
O002475,C0537,2023-09-14,Food & Drink,Protein Bar,1,2.99,15,2.54,Delivered
O002476,C0537,2023-11-19,Sports,Skipping Rope,2,9.99,20,15.98,Delivered
O002477,C0537,2023-04-15,Home & Garden,Cushion,1,34.99,0,34.99,Delivered
O002478,C0537,2023-11-27,Electronics,Laptop Stand,4,49.99,0,199.96,Delivered
O002479,C0537,2023-07-08,Electronics,Laptop Stand,1,49.99,5,47.49,Delivered
O002480,C0538,2023-05-07,Electronics,Webcam,4,79.99,10,287.96,Delivered
O002481,C0538,2023-10-23,Toys,Board Game,1,34.99,0,34.99,Delivered
O002482,C0538,2021-06-19,Food & Drink,Olive Oil,2,16.99,5,32.28,Delivered
O002483,C0538,2021-05-03,Toys,Art Kit,1,24.99,10,22.49,Delivered
O002484,C0538,2021-04-13,Food & Drink,Coffee Beans,4,19.99,10,71.96,Delivered
O002485,C0538,2022-11-11,Clothing,Jacket,3,89.99,5,256.47,Delivered
O002486,C0539,2023-03-09,Clothing,Dress,3,49.99,10,134.97,Delivered
O002487,C0539,2022-09-17,Sports,Dumbbells,3,59.99,0,179.97,Delivered
O002488,C0540,2022-04-15,Clothing,Jacket,4,89.99,0,359.96,Delivered
O002489,C0540,2022-04-05,Electronics,Laptop Stand,2,49.99,0,99.98,Delivered
O002490,C0540,2023-03-11,Home & Garden,Plant Pot,5,14.99,20,59.96,Delivered
O002491,C0540,2022-11-25,Clothing,T-Shirt,4,19.99,0,79.96,Delivered
O002492,C0540,2023-07-06,Clothing,Jeans,3,59.99,0,179.97,Returned
O002493,C0540,2022-05-12,Food & Drink,Protein Bar,2,2.99,0,5.98,Delivered
O002494,C0540,2022-04-29,Home & Garden,Cushion,1,34.99,0,34.99,Delivered
O002495,C0540,2022-05-02,Toys,Puzzle,3,19.99,10,53.97,Delivered
O002496,C0540,2022-06-15,Toys,Art Kit,2,24.99,5,47.48,Delivered
O002497,C0541,2023-06-23,Home & Garden,Candle Set,1,24.99,20,19.99,Delivered
O002498,C0541,2023-02-28,Clothing,Jeans,1,59.99,5,56.99,Delivered
O002499,C0541,2023-08-31,Beauty,Shampoo,3,14.99,0,44.97,Delivered
O002500,C0541,2023-03-30,Clothing,Jacket,2,89.99,0,179.98,Delivered
O002501,C0541,2023-10-24,Sports,Skipping Rope,4,9.99,0,39.96,Delivered
O002502,C0541,2023-07-24,Clothing,Dress,1,49.99,15,42.49,Delivered
O002503,C0542,2022-09-13,Electronics,USB Hub,5,29.99,0,149.95,Delivered
O002504,C0543,2022-12-05,Beauty,Shampoo,5,14.99,20,59.96,Delivered
O002505,C0543,2022-02-07,Food & Drink,Tea Collection,4,24.99,0,99.96,Delivered
O002506,C0543,2022-05-05,Beauty,Serum,3,54.99,0,164.97,Delivered
O002507,C0543,2022-03-08,Toys,Board Game,5,34.99,0,174.95,Delivered
O002508,C0543,2022-05-28,Home & Garden,Plant Pot,1,14.99,0,14.99,Delivered
O002509,C0544,2023-11-17,Food & Drink,Nuts Mix,4,12.99,10,46.76,Delivered
O002510,C0544,2023-10-05,Toys,Board Game,5,34.99,10,157.46,Delivered
O002511,C0544,2023-10-01,Clothing,Dress,3,49.99,5,142.47,Delivered
O002512,C0544,2023-12-09,Books,Cookbook,4,24.99,15,84.97,Delivered
O002513,C0544,2023-11-18,Beauty,Perfume,1,79.99,10,71.99,Delivered
O002514,C0544,2023-11-01,Books,Data Science Guide,2,44.99,5,85.48,Delivered
O002515,C0544,2023-09-26,Food & Drink,Olive Oil,2,16.99,20,27.18,Delivered
O002516,C0545,2022-07-02,Beauty,Shampoo,3,14.99,0,44.97,Delivered
O002517,C0545,2023-10-03,Toys,Art Kit,1,24.99,15,21.24,Delivered
O002518,C0545,2023-02-10,Beauty,Shampoo,3,14.99,0,44.97,Delivered
O002519,C0545,2023-08-06,Beauty,Serum,2,54.99,0,109.98,Delivered
O002520,C0546,2023-11-09,Toys,LEGO Set,5,49.99,20,199.96,Delivered
O002521,C0546,2023-04-17,Home & Garden,Candle Set,4,24.99,20,79.97,Delivered
O002522,C0546,2022-08-03,Toys,LEGO Set,4,49.99,5,189.96,Delivered
O002523,C0546,2023-11-21,Toys,Board Game,2,34.99,0,69.98,Delivered
O002524,C0546,2022-07-12,Beauty,Shampoo,1,14.99,15,12.74,Delivered
O002525,C0546,2022-06-01,Clothing,Sneakers,5,79.99,10,359.95,Delivered
O002526,C0547,2022-04-12,Food & Drink,Coffee Beans,1,19.99,0,19.99,Delivered
O002527,C0547,2022-11-24,Food & Drink,Tea Collection,2,24.99,0,49.98,Delivered
O002528,C0547,2023-09-02,Food & Drink,Coffee Beans,3,19.99,0,59.97,Delivered
O002529,C0547,2023-06-16,Sports,Resistance Band,2,14.99,0,29.98,Delivered
O002530,C0547,2021-05-17,Sports,Dumbbells,2,59.99,20,95.98,Delivered
O002531,C0548,2022-08-23,Books,Data Science Guide,5,44.99,0,224.95,Delivered
O002532,C0548,2023-04-07,Home & Garden,Cushion,4,34.99,0,139.96,Delivered
O002533,C0548,2022-02-26,Electronics,Mouse,4,39.99,20,127.97,Delivered
O002534,C0548,2023-06-27,Electronics,USB Hub,5,29.99,15,127.46,Delivered
O002535,C0548,2022-10-20,Electronics,Laptop Stand,4,49.99,15,169.97,Delivered
O002536,C0548,2022-01-19,Home & Garden,Cushion,1,34.99,5,33.24,Delivered
O002537,C0549,2023-05-16,Sports,Yoga Mat,5,39.99,15,169.96,Delivered
O002538,C0549,2023-10-19,Clothing,Jeans,3,59.99,15,152.97,Delivered
O002539,C0549,2023-08-30,Food & Drink,Tea Collection,4,24.99,15,84.97,Delivered
O002540,C0549,2023-10-12,Home & Garden,Plant Pot,2,14.99,0,29.98,Delivered
O002541,C0550,2023-01-04,Beauty,Perfume,1,79.99,10,71.99,Delivered
O002542,C0551,2023-05-28,Books,Novel,3,12.99,0,38.97,Delivered
O002543,C0552,2023-12-14,Sports,Skipping Rope,1,9.99,15,8.49,Delivered
O002544,C0552,2023-12-28,Home & Garden,Rug,2,129.99,0,259.98,Delivered
O002545,C0553,2023-12-12,Clothing,T-Shirt,5,19.99,0,99.95,Delivered
O002546,C0553,2022-05-28,Clothing,Sneakers,5,79.99,0,399.95,Delivered
O002547,C0553,2022-09-21,Beauty,Face Cream,4,39.99,0,159.96,Delivered
O002548,C0553,2022-06-30,Clothing,Jeans,4,59.99,0,239.96,Delivered
O002549,C0553,2022-05-31,Books,Data Science Guide,4,44.99,0,179.96,Delivered
O002550,C0553,2023-08-07,Clothing,Jeans,2,59.99,20,95.98,Delivered
O002551,C0553,2022-06-08,Books,Cookbook,3,24.99,15,63.72,Delivered
O002552,C0553,2022-08-18,Electronics,Mouse,2,39.99,0,79.98,Delivered
O002553,C0554,2023-09-19,Food & Drink,Protein Bar,2,2.99,0,5.98,Delivered
O002554,C0554,2023-05-29,Beauty,Lip Balm,4,8.99,0,35.96,Delivered
O002555,C0554,2023-12-28,Books,Travel Guide,5,16.99,0,84.95,Delivered
O002556,C0554,2023-09-05,Clothing,Jacket,2,89.99,15,152.98,Delivered
O002557,C0555,2023-09-18,Sports,Water Bottle,5,19.99,0,99.95,Delivered
O002558,C0555,2023-11-24,Electronics,Headphones,2,149.99,20,239.98,Delivered
O002559,C0555,2023-06-21,Clothing,Jeans,1,59.99,0,59.99,Delivered
O002560,C0555,2023-04-21,Toys,Puzzle,3,19.99,0,59.97,Delivered
O002561,C0556,2023-11-15,Food & Drink,Protein Bar,5,2.99,20,11.96,Delivered
O002562,C0556,2023-12-15,Electronics,Headphones,4,149.99,0,599.96,Returned
O002563,C0556,2023-10-17,Books,Novel,4,12.99,0,51.96,Delivered
O002564,C0556,2023-11-06,Food & Drink,Olive Oil,4,16.99,0,67.96,Delivered
O002565,C0556,2023-10-27,Beauty,Lip Balm,2,8.99,0,17.98,Delivered
O002566,C0556,2023-12-31,Books,Python Cookbook,4,34.99,0,139.96,Delivered
O002567,C0556,2023-10-06,Toys,Board Game,1,34.99,0,34.99,Delivered
O002568,C0556,2023-10-09,Food & Drink,Nuts Mix,4,12.99,0,51.96,Delivered
O002569,C0556,2023-10-04,Home & Garden,Cushion,2,34.99,15,59.48,Delivered
O002570,C0556,2023-10-31,Toys,Puzzle,4,19.99,5,75.96,Delivered
O002571,C0556,2023-10-26,Home & Garden,Lamp,5,69.99,0,349.95,Delivered
O002572,C0556,2023-10-09,Clothing,T-Shirt,1,19.99,0,19.99,Delivered
O002573,C0556,2023-10-26,Books,Cookbook,3,24.99,20,59.98,Delivered
O002574,C0556,2023-10-22,Books,Novel,3,12.99,5,37.02,Delivered
O002575,C0557,2023-01-01,Home & Garden,Plant Pot,1,14.99,10,13.49,Delivered
O002576,C0558,2023-07-14,Books,Novel,5,12.99,15,55.21,Delivered
O002577,C0558,2021-08-22,Food & Drink,Tea Collection,3,24.99,0,74.97,Delivered
O002578,C0558,2023-09-01,Home & Garden,Plant Pot,4,14.99,0,59.96,Delivered
O002579,C0558,2023-09-12,Home & Garden,Lamp,2,69.99,10,125.98,Delivered
O002580,C0558,2021-09-11,Food & Drink,Olive Oil,1,16.99,0,16.99,Returned
O002581,C0558,2023-04-05,Sports,Yoga Mat,5,39.99,5,189.95,Delivered
O002582,C0558,2022-01-16,Toys,LEGO Set,2,49.99,5,94.98,Delivered
O002583,C0559,2023-03-15,Home & Garden,Plant Pot,1,14.99,0,14.99,Delivered
O002584,C0559,2022-12-02,Electronics,Laptop Stand,1,49.99,5,47.49,Returned
O002585,C0559,2022-06-28,Clothing,Jacket,4,89.99,0,359.96,Delivered
O002586,C0559,2023-06-04,Clothing,T-Shirt,3,19.99,20,47.98,Delivered
O002587,C0559,2023-02-01,Sports,Yoga Mat,2,39.99,5,75.98,Delivered
O002588,C0559,2023-05-31,Books,Travel Guide,5,16.99,0,84.95,Delivered
O002589,C0559,2022-09-29,Clothing,T-Shirt,1,19.99,0,19.99,Delivered
O002590,C0560,2022-12-15,Beauty,Serum,1,54.99,0,54.99,Returned
O002591,C0560,2023-04-05,Food & Drink,Protein Bar,5,2.99,15,12.71,Delivered
O002592,C0560,2023-12-20,Sports,Dumbbells,2,59.99,15,101.98,Delivered
O002593,C0560,2022-12-28,Books,Data Science Guide,3,44.99,0,134.97,Delivered
O002594,C0560,2023-07-03,Electronics,Headphones,2,149.99,15,254.98,Delivered
O002595,C0561,2023-11-07,Home & Garden,Candle Set,5,24.99,0,124.95,Delivered
O002596,C0562,2023-03-26,Clothing,Jeans,3,59.99,0,179.97,Delivered
O002597,C0562,2023-05-30,Clothing,Jacket,2,89.99,15,152.98,Delivered
O002598,C0562,2023-08-25,Sports,Skipping Rope,5,9.99,20,39.96,Delivered
O002599,C0562,2021-03-21,Clothing,Jacket,2,89.99,10,161.98,Delivered
O002600,C0562,2021-12-22,Clothing,T-Shirt,2,19.99,15,33.98,Delivered
O002601,C0562,2023-06-05,Toys,Stuffed Animal,3,19.99,0,59.97,Delivered
O002602,C0562,2023-04-06,Toys,Stuffed Animal,2,19.99,5,37.98,Delivered
O002603,C0562,2021-12-13,Toys,Stuffed Animal,5,19.99,0,99.95,Delivered
O002604,C0562,2022-04-29,Clothing,Jacket,5,89.99,5,427.45,Delivered
O002605,C0562,2023-05-30,Beauty,Serum,4,54.99,0,219.96,Returned
O002606,C0562,2022-12-28,Home & Garden,Plant Pot,5,14.99,20,59.96,Delivered
O002607,C0562,2022-07-06,Sports,Dumbbells,5,59.99,0,299.95,Delivered
O002608,C0563,2022-10-02,Books,Novel,3,12.99,20,31.18,Delivered
O002609,C0563,2023-12-31,Books,Novel,5,12.99,15,55.21,Delivered
O002610,C0563,2022-06-08,Home & Garden,Candle Set,1,24.99,0,24.99,Delivered
O002611,C0563,2022-09-19,Sports,Skipping Rope,5,9.99,10,44.96,Delivered
O002612,C0563,2023-12-04,Toys,Puzzle,2,19.99,10,35.98,Delivered
O002613,C0563,2023-03-31,Toys,Puzzle,4,19.99,0,79.96,Delivered
O002614,C0563,2022-02-04,Food & Drink,Nuts Mix,4,12.99,5,49.36,Delivered
O002615,C0563,2022-02-23,Clothing,T-Shirt,1,19.99,0,19.99,Delivered
O002616,C0563,2022-07-07,Toys,Art Kit,5,24.99,5,118.7,Delivered
O002617,C0563,2023-03-20,Sports,Resistance Band,4,14.99,15,50.97,Delivered
O002618,C0563,2023-01-23,Home & Garden,Rug,5,129.99,0,649.95,Delivered
O002619,C0564,2021-08-03,Beauty,Lip Balm,2,8.99,10,16.18,Delivered
O002620,C0564,2023-10-15,Clothing,T-Shirt,2,19.99,0,39.98,Delivered
O002621,C0564,2023-01-22,Home & Garden,Rug,4,129.99,20,415.97,Delivered
O002622,C0564,2021-08-31,Food & Drink,Nuts Mix,4,12.99,15,44.17,Delivered
O002623,C0565,2022-05-03,Food & Drink,Nuts Mix,1,12.99,0,12.99,Delivered
O002624,C0565,2023-06-09,Books,Python Cookbook,5,34.99,0,174.95,Delivered
O002625,C0565,2022-12-06,Home & Garden,Rug,1,129.99,20,103.99,Delivered
O002626,C0565,2022-12-04,Beauty,Perfume,3,79.99,10,215.97,Delivered
O002627,C0565,2022-05-01,Food & Drink,Nuts Mix,5,12.99,10,58.46,Delivered
O002628,C0565,2022-03-04,Electronics,USB Hub,4,29.99,15,101.97,Delivered
O002629,C0566,2023-06-19,Toys,Art Kit,4,24.99,10,89.96,Delivered
O002630,C0567,2023-05-01,Toys,Board Game,2,34.99,5,66.48,Delivered
O002631,C0567,2023-01-29,Electronics,USB Hub,1,29.99,0,29.99,Delivered
O002632,C0567,2023-12-18,Home & Garden,Candle Set,5,24.99,0,124.95,Delivered
O002633,C0567,2022-11-15,Sports,Water Bottle,2,19.99,0,39.98,Delivered
O002634,C0567,2023-12-14,Toys,Stuffed Animal,2,19.99,5,37.98,Delivered
O002635,C0567,2023-06-22,Electronics,Laptop Stand,3,49.99,0,149.97,Delivered
O002636,C0567,2023-12-14,Toys,Stuffed Animal,5,19.99,5,94.95,Delivered
O002637,C0568,2023-10-12,Food & Drink,Olive Oil,5,16.99,0,84.95,Delivered
O002638,C0568,2023-07-25,Books,Data Science Guide,4,44.99,15,152.97,Delivered
O002639,C0568,2023-12-01,Food & Drink,Coffee Beans,5,19.99,0,99.95,Delivered
O002640,C0568,2023-08-13,Sports,Resistance Band,3,14.99,5,42.72,Delivered
O002641,C0568,2023-12-08,Toys,Board Game,5,34.99,20,139.96,Delivered
O002642,C0568,2023-11-27,Food & Drink,Olive Oil,2,16.99,0,33.98,Delivered
O002643,C0568,2023-08-27,Food & Drink,Tea Collection,4,24.99,10,89.96,Delivered
O002644,C0568,2023-10-02,Home & Garden,Plant Pot,1,14.99,0,14.99,Delivered
O002645,C0569,2023-08-26,Food & Drink,Tea Collection,4,24.99,10,89.96,Delivered
O002646,C0569,2023-09-20,Sports,Yoga Mat,3,39.99,5,113.97,Delivered
O002647,C0569,2023-03-15,Sports,Resistance Band,1,14.99,0,14.99,Delivered
O002648,C0569,2023-01-05,Beauty,Perfume,4,79.99,10,287.96,Delivered
O002649,C0569,2023-12-08,Sports,Yoga Mat,1,39.99,15,33.99,Delivered
O002650,C0569,2022-11-05,Food & Drink,Nuts Mix,3,12.99,5,37.02,Delivered
O002651,C0569,2023-11-18,Clothing,Dress,3,49.99,5,142.47,Delivered
O002652,C0569,2023-08-18,Electronics,USB Hub,2,29.99,0,59.98,Delivered
O002653,C0570,2023-03-25,Food & Drink,Coffee Beans,3,19.99,15,50.97,Delivered
O002654,C0570,2023-10-01,Books,Novel,5,12.99,15,55.21,Delivered
O002655,C0570,2023-03-16,Electronics,USB Hub,2,29.99,5,56.98,Delivered
O002656,C0570,2023-10-14,Beauty,Shampoo,5,14.99,0,74.95,Delivered
O002657,C0571,2023-12-07,Sports,Skipping Rope,2,9.99,10,17.98,Delivered
O002658,C0571,2023-09-10,Sports,Skipping Rope,5,9.99,15,42.46,Delivered
O002659,C0571,2023-09-03,Food & Drink,Coffee Beans,2,19.99,0,39.98,Delivered
O002660,C0571,2023-11-25,Beauty,Serum,1,54.99,0,54.99,Delivered
O002661,C0571,2023-12-28,Toys,Stuffed Animal,2,19.99,0,39.98,Delivered
O002662,C0571,2023-08-23,Clothing,Jeans,2,59.99,0,119.98,Delivered
O002663,C0572,2022-06-02,Food & Drink,Nuts Mix,4,12.99,0,51.96,Returned
O002664,C0572,2022-11-06,Sports,Dumbbells,2,59.99,10,107.98,Delivered
O002665,C0572,2022-05-21,Home & Garden,Cushion,4,34.99,5,132.96,Delivered
O002666,C0572,2022-06-29,Sports,Skipping Rope,3,9.99,0,29.97,Delivered
O002667,C0572,2021-05-06,Beauty,Shampoo,4,14.99,20,47.97,Returned
O002668,C0572,2022-04-08,Food & Drink,Protein Bar,2,2.99,0,5.98,Delivered
O002669,C0572,2022-04-25,Books,Cookbook,3,24.99,0,74.97,Returned
O002670,C0572,2021-12-05,Food & Drink,Coffee Beans,3,19.99,0,59.97,Delivered
O002671,C0573,2023-12-20,Clothing,Jacket,3,89.99,5,256.47,Delivered
O002672,C0574,2022-06-14,Sports,Water Bottle,5,19.99,20,79.96,Delivered
O002673,C0574,2022-10-27,Beauty,Face Cream,5,39.99,0,199.95,Delivered
O002674,C0574,2023-01-15,Sports,Resistance Band,3,14.99,20,35.98,Delivered
O002675,C0575,2021-08-10,Toys,LEGO Set,4,49.99,10,179.96,Delivered
O002676,C0576,2023-08-04,Books,Travel Guide,4,16.99,0,67.96,Delivered
O002677,C0577,2023-12-24,Food & Drink,Protein Bar,3,2.99,0,8.97,Returned
O002678,C0578,2023-11-14,Home & Garden,Plant Pot,3,14.99,15,38.22,Delivered
O002679,C0578,2023-08-27,Sports,Water Bottle,2,19.99,10,35.98,Delivered
O002680,C0578,2023-10-28,Sports,Dumbbells,5,59.99,10,269.95,Delivered
O002681,C0578,2023-08-26,Home & Garden,Candle Set,5,24.99,0,124.95,Delivered
O002682,C0578,2023-09-30,Beauty,Face Cream,3,39.99,0,119.97,Delivered
O002683,C0578,2023-11-24,Books,Travel Guide,4,16.99,0,67.96,Delivered
O002684,C0578,2023-12-02,Beauty,Face Cream,4,39.99,20,127.97,Delivered
O002685,C0578,2023-08-18,Toys,Board Game,2,34.99,0,69.98,Delivered
O002686,C0579,2023-01-26,Sports,Yoga Mat,5,39.99,0,199.95,Delivered
O002687,C0579,2022-09-11,Toys,Art Kit,2,24.99,0,49.98,Returned
O002688,C0579,2023-10-21,Electronics,Headphones,2,149.99,0,299.98,Delivered
O002689,C0579,2022-06-27,Electronics,Mouse,3,39.99,15,101.97,Delivered
O002690,C0579,2022-07-09,Beauty,Shampoo,3,14.99,10,40.47,Delivered
O002691,C0579,2023-07-22,Books,Travel Guide,4,16.99,20,54.37,Delivered
O002692,C0579,2022-12-11,Electronics,Laptop Stand,4,49.99,0,199.96,Delivered
O002693,C0579,2023-12-14,Electronics,Headphones,2,149.99,20,239.98,Delivered
O002694,C0580,2023-03-23,Sports,Resistance Band,3,14.99,15,38.22,Delivered
O002695,C0580,2023-09-16,Toys,LEGO Set,2,49.99,0,99.98,Delivered
O002696,C0580,2023-04-15,Sports,Water Bottle,1,19.99,5,18.99,Delivered
O002697,C0580,2021-11-17,Food & Drink,Coffee Beans,1,19.99,0,19.99,Delivered
O002698,C0580,2022-01-28,Home & Garden,Candle Set,3,24.99,5,71.22,Delivered
O002699,C0580,2023-03-29,Home & Garden,Candle Set,5,24.99,0,124.95,Delivered
O002700,C0581,2023-11-26,Clothing,Jeans,3,59.99,0,179.97,Delivered
O002701,C0581,2022-07-21,Home & Garden,Lamp,5,69.99,0,349.95,Delivered
O002702,C0581,2023-04-11,Food & Drink,Olive Oil,3,16.99,20,40.78,Delivered
O002703,C0581,2021-06-21,Books,Python Cookbook,5,34.99,0,174.95,Delivered
O002704,C0582,2023-02-17,Clothing,T-Shirt,5,19.99,0,99.95,Delivered
O002705,C0582,2022-08-01,Toys,Puzzle,3,19.99,0,59.97,Delivered
O002706,C0582,2022-10-09,Home & Garden,Plant Pot,3,14.99,0,44.97,Delivered
O002707,C0582,2023-11-22,Beauty,Face Cream,2,39.99,10,71.98,Delivered
O002708,C0582,2023-06-13,Beauty,Lip Balm,2,8.99,0,17.98,Delivered
O002709,C0583,2023-12-30,Electronics,Webcam,2,79.99,5,151.98,Delivered
O002710,C0584,2023-11-02,Sports,Skipping Rope,2,9.99,0,19.98,Delivered
O002711,C0584,2023-02-01,Sports,Yoga Mat,4,39.99,0,159.96,Delivered
O002712,C0584,2022-08-25,Toys,Stuffed Animal,4,19.99,0,79.96,Delivered
O002713,C0584,2023-01-24,Beauty,Shampoo,1,14.99,0,14.99,Delivered
